verb_id,словарная_форма,чтение,romaji,значение_ru,jlpt,тип_глагола,основа_romaji,masu_основа,простая_прошедшая,te_форма,nai_форма,условная_ba,условная_tara,потенциальная_словарная,потенциальная_разг_без_ra,страдательная_словарная,побудительная_словарная,побудительно_страдательная_словарная,повелительная,запретительная,волевая,tai_база,nakereba,nakya,nakucha,ru_inf_ipf,ru_inf_pf,ru_present_1sg,ru_future_1sg,ru_past_ipf_mf,ru_past_pf_mf,ru_future_pf_1sg,ru_conditional_pf_1sg,ru_gerund_pf,ru_imperative_2sg,ru_1pl_pf,ru_passive_hint,ru_causative_hint,ru_causative_passive_hint,chunk_base_jp,chunk_neg_base_jp,chunk_dict_medium_jp,chunk_dict_medium_label,chunk_dict_hard_jp,chunk_dict_hard_label,chunk_masu_link_jp,chunk_masu_link_label,chunk_nai_link_jp,chunk_nai_link_label,chunk_ba_link_medium_jp,chunk_ba_link_medium_label,chunk_ba_link_hard_jp,chunk_ba_link_hard_label,chunk_te_medium_jp,chunk_te_medium_label,chunk_te_hard_jp,chunk_te_hard_label,chunk_ta_medium_jp,chunk_ta_medium_label,chunk_ta_hard_jp,chunk_ta_hard_label,chunk_potential_medium_jp,chunk_potential_medium_label,chunk_potential_hard_jp,chunk_potential_hard_label,chunk_passive_medium_jp,chunk_passive_medium_label,chunk_passive_hard_jp,chunk_passive_hard_label,chunk_causative_medium_jp,chunk_causative_medium_label,chunk_causative_hard_jp,chunk_causative_hard_label,chunk_causative_passive_medium_jp,chunk_causative_passive_medium_label,chunk_causative_passive_hard_jp,chunk_causative_passive_hard_label,chunk_imperative_medium_jp,chunk_imperative_medium_label,chunk_imperative_hard_jp,chunk_imperative_hard_label,chunk_volitional_medium_jp,chunk_volitional_medium_label,chunk_volitional_hard_jp,chunk_volitional_hard_label,chunk_stem_distractors_label,chunk_ranuki_medium_jp,chunk_ranuki_medium_label,chunk_ranuki_hard_jp,chunk_ranuki_hard_label
kasu,貸す,かす,kasu,давать взаймы,N5,godan-su,kas,貸し,貸した,貸して,貸さない,貸せば,貸したら,貸せる,,貸される,貸させる,貸させられる,貸せ,貸すな,貸そう,貸したい,貸さなければ,貸さなきゃ,貸さなくちゃ,давать взаймы,одолжить,даю взаймы,буду давать взаймы,давал(а) взаймы,одолжил(а),одолжу,одолжу,одолжив,одолжи,одолжим,быть подвергнутым действию «давать взаймы»,заставить / разрешить: одолжить,быть вынужденным: одолжить,貸,貸,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
kaburu,かぶる,かぶる,kaburu,надевать на голову,N5,godan-ru,kabu,かぶり,かぶった,かぶって,かぶらない,かぶれば,かぶったら,かぶれる,,かぶられる,かぶらせる,かぶらせられる,かぶれ,かぶるな,かぶろう,かぶりたい,かぶらなければ,かぶらなきゃ,かぶらなくちゃ,надевать,надеть,надеваю,буду надевать,надевал(а),надел(а),надену,надену,надев,надень,наденем,пассив: действие «надевать» направлено на субъект,заставить / разрешить: надеть,быть вынужденным: надеть,かぶ,かぶ,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
kariru,借りる,かりる,kariru,брать взаймы,N5,ichidan,kari,借り,借りた,借りて,借りない,借りれば,借りたら,借りられる,借りれる,借りられる,借りさせる,借りさせられる,借りろ,借りるな,借りよう,借りたい,借りなければ,借りなきゃ,借りなくちゃ,брать взаймы,взять взаймы,беру взаймы,буду брать взаймы,брал(а) взаймы,взял(а) взаймы,возьму взаймы,возьму взаймы,взяв взаймы,возьми взаймы,возьмём взаймы,быть подвергнутым действию «брать взаймы»,заставить / разрешить: взять взаймы,быть вынужденным: взять взаймы,借り,借り,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
kieru,消える,きえる,kieru,исчезать; гаснуть,N5,ichidan,kie,消え,消えた,消えて,消えない,消えれば,消えたら,消えられる,消えれる,消えられる,消えさせる,消えさせられる,消えろ,消えるな,消えよう,消えたい,消えなければ,消えなきゃ,消えなくちゃ,исчезать / гаснуть,исчезнуть / погаснуть,исчезаю / гасну,буду исчезать / гаснуть,исчезал(а) / гас(ла),исчез(ла) / погас(ла),исчезну / погасну,исчезну / погасну,исчезнув / погаснув,исчезни / погасни,исчезнем / погаснем,пассив: действие «исчезать / гаснуть» направлено на субъект,заставить / разрешить: исчезнуть / погаснуть,быть вынужденным: исчезнуть / погаснуть,消え,消え,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
kiku,聞く,きく,kiku,"слушать, спрашивать",N5,godan-ku,kik,聞き,聞いた,聞いて,聞かない,聞けば,聞いたら,聞ける,,聞かれる,聞かせる,聞かせられる,聞け,聞くな,聞こう,聞きたい,聞かなければ,聞かなきゃ,聞かなくちゃ,слушать / спрашивать,послушать / спросить,слушаю / спрашиваю,буду слушать / спрашивать,слушал(а) / спрашивал(а),послушал(а) / спросил(а),послушаю / спрошу,послушаю / спрошу,послушав / спросив,слушай / спроси,послушаем / спросим,быть подвергнутым действию «слушать / спрашивать»,заставить / разрешить: послушать / спросить,быть вынужденным: послушать / спросить,聞,聞,く,ku,く,ku,き,ki,か,ka,け,ke,け,ke,いて,ite,いて,ite,いた,ita,いた,ita,け,ke,け,ke,かれ,kare,か|れ,ka|re,かせ,kase,か|せ,ka|se,かせられ,kaserare,か|せ|ら|れ,ka|se|ra|re,け,ke,け,ke,こう,kou,こ|う,ko|u,ka|ki|ke|ko,,,,
kiru,切る,きる,kiru,резать,N5,godan-ru,ki,切り,切った,切って,切らない,切れば,切ったら,切れる,,切られる,切らせる,切らせられる,切れ,切るな,切ろう,切りたい,切らなければ,切らなきゃ,切らなくちゃ,резать,отрезать,режу,буду резать,резал(а),отрезал(а),отрежу,отрежу,отрезав,режь,отрежем,быть подвергнутым действию «резать»,заставить / разрешить: отрезать,быть вынужденным: отрезать,切,切,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
kiru,着る,きる,kiru,надевать на верхнюю часть тела,N5,ichidan,ki,着,着た,着て,着ない,着れば,着たら,着られる,着れる,着られる,着させる,着させられる,着ろ,着るな,着よう,着たい,着なければ,着なきゃ,着なくちゃ,надевать,надеть,надеваю,буду надевать,надевал(а),надел(а),надену,надену,надев,надень,наденем,быть подвергнутым действию «надевать»,заставить / разрешить: надеть,быть вынужденным: надеть,着,着,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
kuru,来る,くる,kuru,"приходить, приезжать",N5,kuru,ku,来,来た,来て,来ない,来れば,来たら,来られる,来れる,来られる,来させる,来させられる,来い,来るな,来よう,来たい,来なければ,来なきゃ,来なくちゃ,приходить / приезжать,прийти / приехать,прихожу / приезжаю,буду приходить / приезжать,приходил(а) / приезжал(а),пришёл / пришла; приехал(а),приду / приеду,приду / приеду,придя / приехав,приходи / приезжай,придём / приедем,быть подвергнутым действию «приходить / приезжать»,заставить / разрешить: прийти / приехать,быть вынужденным: прийти / приехать,来,来,る,ru,る,ru,∅,ki,∅,ko,れ,kure,∅|れ,ku|re,て,kite,∅|て,ki|te,た,kita,∅|た,ki|ta,られ,korare,∅|ら|れ,ko|ra|re,られ,korare,∅|ら|れ,ko|ra|re,させ,kosase,∅|さ|せ,ko|sa|se,させられ,kosaserare,∅|さ|せ|ら|れ,ko|sa|se|ra|re,い,koi,∅|い,ko|i,よう,koyou,∅|よ|う,ko|yo|u,ki|ko|ku,れ,kore,∅|れ,ko|re
kesu,消す,けす,kesu,выключать; стирать,N5,godan-su,kes,消し,消した,消して,消さない,消せば,消したら,消せる,,消される,消させる,消させられる,消せ,消すな,消そう,消したい,消さなければ,消さなきゃ,消さなくちゃ,выключать / стирать,выключить / стереть,выключаю / стираю,буду выключать / стирать,выключал(а) / стирал(а),выключил(а) / стёр(ла),выключу / сотру,выключу / сотру,выключив / стерев,выключи / сотри,выключим / сотрём,пассив: действие «выключать / стирать» направлено на субъект,заставить / разрешить: выключить / стереть,быть вынужденным: выключить / стереть,消,消,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
kotaeru,答える,こたえる,kotaeru,отвечать,N5,ichidan,kotae,答え,答えた,答えて,答えない,答えれば,答えたら,答えられる,答えれる,答えられる,答えさせる,答えさせられる,答えろ,答えるな,答えよう,答えたい,答えなければ,答えなきゃ,答えなくちゃ,отвечать,ответить,отвечаю,буду отвечать,отвечал(а),ответил(а),отвечу,отвечу,ответив,ответь,ответим,пассив: действие «отвечать» направлено на субъект,заставить / разрешить: ответить,быть вынужденным: ответить,答え,答え,る,ru,る,ru,,,,,れ,re,れ,re,て,te,て,te,た,ta,た,ta,られ,rare,ら|れ,ra|re,られ,rare,ら|れ,ra|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,ろ,ro,ろ,ro,よう,you,よ|う,yo|u,ra|sa|re|ro|yo,れ,re,れ,re
komaru,困る,こまる,komaru,быть в затруднении,N5,godan-ru,koma,困り,困った,困って,困らない,困れば,困ったら,困れる,,困られる,困らせる,困らせられる,困れ,困るな,困ろう,困りたい,困らなければ,困らなきゃ,困らなくちゃ,испытывать затруднение,оказаться в затруднении,затрудняюсь,буду испытывать затруднение,затруднялся(ась),оказался(ась) в затруднении,окажусь в затруднении,окажусь в затруднении,оказавшись в затруднении,—,—,пассив: действие «испытывать затруднение» направлено на субъект,заставить / разрешить: оказаться в затруднении,быть вынужденным: оказаться в затруднении,困,困,る,ru,る,ru,り,ri,ら,ra,れ,re,れ,re,って,tte,って,tte,った,tta,った,tta,れ,re,れ,re,られ,rare,ら|れ,ra|re,らせ,rase,ら|せ,ra|se,らせられ,raserare,ら|せ|ら|れ,ra|se|ra|re,れ,re,れ,re,ろう,rou,ろ|う,ro|u,ra|ri|re|ro,,,,
saku,咲く,さく,saku,цвести; распускаться,N5,godan-ku,sak,咲き,咲いた,咲いて,咲かない,咲けば,咲いたら,咲ける,,咲かれる,咲かせる,咲かせられる,咲け,咲くな,咲こう,咲きたい,咲かなければ,咲かなきゃ,咲かなくちゃ,цвести / распускаться,расцвести / распуститься,цветёт / распускается,буду цвести / распускаться,цвело / распускалось,расцвело / распустилось,расцветёт / распустится,расцветёт / распустится,расцветя / распустившись,—,—,пассив: действие «цвести / распускаться» направлено на субъект,заставить / разрешить: расцвести / распуститься,быть вынужденным: расцвести / распуститься,咲,咲,く,ku,く,ku,き,ki,か,ka,け,ke,け,ke,いて,ite,いて,ite,いた,ita,いた,ita,け,ke,け,ke,かれ,kare,か|れ,ka|re,かせ,kase,か|せ,ka|se,かせられ,kaserare,か|せ|ら|れ,ka|se|ra|re,け,ke,け,ke,こう,kou,こ|う,ko|u,ka|ki|ke|ko,,,,
sasu,差す,さす,sasu,раскрывать зонт; протягивать,N5,godan-su,sas,差し,差した,差して,差さない,差せば,差したら,差せる,,差される,差させる,差させられる,差せ,差すな,差そう,差したい,差さなければ,差さなきゃ,差さなくちゃ,раскрывать / протягивать,раскрыть / протянуть,раскрываю / протягиваю,буду раскрывать / протягивать,раскрывал(а) / протягивал(а),раскрыл(а) / протянул(а),раскрою / протяну,раскрою / протяну,раскрыв / протянув,раскрой / протяни,раскроем / протянем,пассив: действие «раскрывать / протягивать» направлено на субъект,заставить / разрешить: раскрыть / протянуть,быть вынужденным: раскрыть / протянуть,差,差,す,su,す,su,し,shi,さ,sa,せ,se,せ,se,して,shite,して,shite,した,shita,した,shita,せ,se,せ,se,され,sare,さ|れ,sa|re,させ,sase,さ|せ,sa|se,させられ,saserare,さ|せ|ら|れ,sa|se|ra|re,せ,se,せ,se,そう,sou,そ|う,so|u,sa|shi|se|so,,,,
shinu,死ぬ,しぬ,shinu,умирать,N5,godan-nu,shin,死に,死んだ,死んで,死なない,死ねば,死んだら,死ねる,,死なれる,死なせる,死なせられる,死ね,死ぬな,死のう,死にたい,死ななければ,死ななきゃ,死ななくちゃ,умирать,умереть,умираю,буду умирать,умирал(а),умер(ла),умру,умру,умерев,не умирай,—,быть подвергнутым действию «умирать»,заставить / разрешить: умереть,быть вынужденным: умереть,死,死,ぬ,nu,ぬ,nu,に,ni,な,na,ね,ne,ね,ne,んで,nで,んで,nで,んだ,nだ,んだ,nだ,ね,ne,ね,ne,なれ,nare,な|れ,na|re,なせ,nase,な|せ,na|se,なせられ,naserare,な|せ|ら|れ,na|se|ra|re,ね,ne,ね,ne,のう,nou,の|う,no|u,na|ni|ne|no,,,,
